,id,name,tag_1,tag_2,tag_3,all_tags,peak_year,listen_count
436,436,The Tallest Man on Earth,folk,acoustic,indiefolk,"['singersongwriter', 'acoustic', 'folk', 'swedish', 'indiefolk', 'blues', 'lofi', 'freakfolk', 'alternative', 'indie', 'bedroompop', 'lesserknownyetstreamableartists', 'americana']",2010,7
437,437,The Rakes,indie,british,indierock,"['indie', 'british', 'therakes', 'indierock', 'ouifm', 'alternativerock', 'dance', 'indiepop', 'fun', 'kicking', 'indieluv', 'alternative', 'bass', 'indierockblase']",2008,15
438,438,mÃºm,electronic,ambient,postrock,"['idm', 'cosmogonic', 'electronic', 'experimental', 'alternative', 'ambient', 'postrock', 'icelandic', 'electronica', 'ethereal', 'beautiful', 'piano', 'dreamy', 'straightupmodernrock', 'weirdness', 'quiet', 'morrmusic', 'cool', 'descoperiri', 'aana', 'krutt', 'sweetelectronic', 'instrumental', 'myelectrofeelings', 'indie', 'chillout', '00s', 'am']",2010,36
439,439,Bon Iver,folk,indie,acoustic,"['indie', 'singersongwriter', 'acoustic', 'folk', 'lofi', 'indiefolk', 'chuck', 'beautiful', 'amazing', 'mellow', 'alternative', 'antifolk', 'barkbarkdisco', 'bark', '00s', 'indierock', 'indiepop', '0playyet', 'ripoutmyfuckingheartwhydontyou']",2010,30
440,440,Ra Ra Riot,indie,indierock,alternative,"['rock', 'indie', 'electronica', 'indierock', 'alternative', 'indiepop', 'fun', 'loveatfirstlisten', 'american']",2010,7
441,441,Manu Chao,alternative,latin,reggae,"['summer', 'reggae', 'alternative', 'latin', 'ska', 'chillout', 'loveit', 'folk', 'french', 'cool', 'manuchao', 'world', 'prejebeno', 'rio', 'studytunes', 'ilovethissong', 'seenlive', 'spanish', 'titleisafullsentence', 'listenedmorethan10timesinarow', 'tinosoft', 'thisworldgocrazy']",2009,25
442,442,Art Brut,indierock,kicking,fave,"['indierock', 'kicking', 'fave', 'party', 'heartbroke', 'indie']",2007,8
443,443,Poney Express,no_tags,,,[],2004,1
444,444,She Wants Revenge,indie,alternative,postpunk,"['goff', 'newwave', 'alternative', 'indie', 'indierock', 'postpunk', 'gothic', 'darkwave', 'covers', 'sexysongs', 'completesentences', 'extraordinarybandnames', 'seenlive', 'myelectrofeelings', 'loved', 'alternativerock']",2009,44
445,445,Local Natives,indierock,indie,folk,"['indie', 'folk', 'indierock', 'seenlive']",2010,3
446,446,Mundo Livre S/A,brazilian,brasil,mpb,"['brazilian', 'brasil', 'mpb', 'manguebeat']",2009,3
447,447,Silverchair,grunge,rock,alternative,"['rock', 'grunge', 'australianrock', 'alternativerock', 'alternative', 'guerilla', 'ballads', 'loveatfirstlisten', 'australian', 'instrumentalmusicthatmakesyoufeelgrouptagradio', 'danieljohns', '90s', 'betterthanmetallica', 'punkrock', 'chillout', 'melancholic', 'love', 'romantic', 'mellow', 'greatsong', '90sclassic', 'triplej', 'pop', 'dream', 'temporal', 'quodmenutritmedestruit', 'awesomeness']",2007,35
448,448,JÃ³nsi,indie,ambient,experimental,"['alternative', 'indie', 'ambient', 'poetry', 'ethereal', 'experimental', 'beautiful', 'dreamy', 'icelandic', 'weirdness', 'falsetto', 'malevocalists', 'powerfulvoice', 'postrock', 'indiepop', 'chillout', 'rock', 'alternativerock', 'indierock', 'folk', '2010', 'singersongwriter', 'dreampop', 'minimalist']",2010,18
449,449,Backstreet Boys,pop,90s,malevocalists,"['socool', 'pop', 'seenlive', 'legend', 'electropop', '90s', 'musicgayd', 'favmalesingers', 'backstreet', 'malevocalists', 'male', 'instrumental', 'spanish', 'love', 'romantic', 'energy', 'remix', 'cute', 'nickcarter', 'magic', 'sweet', 'solo', 'bsb', 'single', 'backstreetboys', 'american', 'ballad', 'favorites', 'sad', 'boybands', 'basicpop', '1990s', 'nineties', 'dance', 'poprock', 'malevocalist', 'boysband', 'beautiful', 'teenpop', 'disney', 'popcovers', 'goodoldtimes', 'songsisingwithmymom', 'halloween', 'boyband', 'theprobabilymusicofmymarriageday', 'britney', 'backstreetboysyouareandwillbeforevermylife', 'catchy', 'makesmewannadance', 'redone', 'maxmartin', 'theone', 'americanmusic', 'best', 'super', 'maravilhoso', 'lindo', 'incomparavel', 'perfeitaaaaaa', 'brianlittrell', 'howiedorough', 'ajmclean', 'thisisus', 'choreographeddancemoves', '90slovee']",2009,95
450,450,Jesse McCartney,pop,malevocalists,poprock,"['pop', 'rnb', 'teenpop', 'disney', 'poprock', 'malevocalists', 'malevocalist', 'jessemccartney', 'idol', 'beaufifuleye', 'jester', 'thegreatest', 'hot', 'american', 'favorites', 'cute', 'makesmesmile', 'fuckinghot', 'electronic', 'catchy', 'addictive', 'urban', 'loveatfirstlisten', 'letsdance', 'summertime', 'hooooooooot', 'powerfulvoice', 'greatsingers', 'dance', 'memories', 'popcovers', 'tbu', 'americanmusic', 'maleartist']",2008,54
451,451,Aaron Carter,90s,dance,pop,"['dance', 'teenpop', '90s', 'pop', 'malevocalists', 'aaroncarter', 'disney', 'malevocalist', 'popcovers', 'rafa']",2010,10
452,452,Justin Bieber,rnb,pop,hiphop,"['rnb', 'pop', 'hiphop', 'love', 'loveatfirstlisten', 'greatlyrics', 'excellentreasonforcrying', 'fuckyeah', 'boys', 'lovehim', 'ilovehim', 'gay', 'brutal', 'dance', 'poprock', '00s', 'canadian', '3', 'teenpop', 'electronic', 'catchy', 'addictive', 'fun', 'urban', 'duet', 'letsdance', 'summertime', 'rap', 'singersongwriter', 'brazilian', 'americanidol', 'remix', 'under2000listeners', 'femalevocalist', 'overrated', 'anotherreasontohatecanadianmusic', 'paganindustrialprogressivegaypop', 'mtvblackmetal', 'fag', 'blackmetal', 'haterscanstfu', 'ilikeitbutidontknowwhy', 'ballad', 'english', 'male', 'popcovers', 'greatmemorieswithmygeeem', 'guiltypleasure', 'loveit', 'you', 'justinbieber', 'let', 'justin', 'justinbieberjadensmith', 'go', 'never', 'wanttoseelive', 'jetsetradiofuture', 'shit', 'young', 'theworstthingevertohappentomusic', 'allthingsannoyingintheworldputtogetherintoonestupidbitch', 'delicious', 'analrape', 'northkoreaisbestkorea', 'iaccidentallyonjustinbieberonce']",2010,100
453,453,*NSYNC,90s,pop,dance,"['dance', 'teenpop', '90s', 'favmalesingers', 'malevocalists', 'pop', 'rnb', 'gay', 'boybands', 'hooooooooot', 'beautiful', 'greatsong', 'myfavorite', 'popcovers', 'good', 'westlife', 'christmas', 'americanmusic', 'choreographeddancemoves', 'leftovergrooves', 'seenlive', 'guiltypleasure', 'boyband', 'chriskirkpatrickishot', 'love']",2008,29
454,454,Noize MC,hiphop,rap,rapcore,"['hiphop', 'rap', 'alternative', 'awesome', 'alternativerock', 'rapcore', 'russian', 'russianalternative']",2010,17
455,455,Miley Cyrus,pop,femalevocalists,dance,"['electropop', 'teenpop', 'disney', 'countrypop', 'pop', 'dance', 'rock', 'rap', 'femalevocalists', 'soundtrack', 'catchy', 'amazing', 'awesome', 'mileycyrus', 'whyonearthisthisjustabonustrack', 'loveatfirstlisten', 'holidaysoundtrack', 'unreleased', 'standoutbeproud', 'mychildhood', 'oneofherbestsongs', 'herbest', 'whyonearthwasntthisreleased', 'partytime', '2010', 'oneofmyfavorites', 'hilarious', 'nevergetsold', 'celebritieswhoonedayimdeterminedtomeet', '2010s', 'soundrackofmylife', 'brutaldeathmetal', 'poprock', '3', 'excellentreasonforcrying', 'fuckyeah', 'justmakesyoufeelgood', 'iwasfightingwithmyselfnottolistentoitbutilost', 'tracksiwouldputonamoviesoundtrack', 'countryladies', 'hot', 'beautiful', 'love', 'hit', 'favouriteartists', 'new', 'miley', 'guiltypleasure', 'american', 'lipssongs', 'fun', 'energetic', 'thenextprincessofpop', 'electronic', 'femalevocalist', 'remix', 'worstsongeverfrommiley', 'country', 'addictive', 'letsdance', 'summertime', 'legend', 'cute', 'talented', 'hannahmontana', '00s', 'destiny', 'socool', 'favorite', 'best', 'hardcorebr00tal', 'hatedbutrated', 'bitch', 'sexy', 'summersong', 'ohsocatchy', 'greatmemorieswithmygeeem', 'thesesongsarejustamazing', 'thissonghitsreallyclosetohome', 'allthebest', 'bestsongsofthe00s', 'bestchristmassongs', 'ravengirlstop20', 'loved', 'diva', 'peopledoenvyher', 'teendiva', 'rolemodel', 'electro', 'female', 'great', 'cantbetamed', 'disneygirl', 'vocalistafeminimo', 'happy', 'singalong', 'hyper', 'ilovedancingabouttothislikeacompleteandutteridiot', 'soontobeclassic', 'breakup', 'hivpositive', 'hiv', 'hivinfected', 'safada', 'poota', 'exsandy', 'epic', 'ballad', 'favorites', 'girlpower', 'sad', 'songsiabsolutelylove', 'meetmileycyrus', 'breakout', 'jetsetradiofuture', 'lovelovelove']",2010,286
456,456,Blue,pop,british,dance,"['pop', 'dance', 'rock', 'seenlive', 'rnb', 'british', 'sexy', 'ballad', 'english', 'male', 'boybands', 'britpop', 'party', 'boyband', 'none', 'melancholy', 'melancholic', 'beautiful', 'loveit', 'pain', 'love', 'bestsongever', 'fuckingawesome', 'sad', 'emotional', 'depressing', 'songsiabsolutelylove', 'makesmecry', 'favsong', 'beautifulsadsongs', 'hurtswhenilistentoit', 'icouldlistentothisforever', 'couldlistentothisforever']",2009,12
457,457,Savage Garden,pop,90s,rock,"['pop', 'rock', 'poprock', 'teenpop', '90s', 'mellow', 'lovesongs', 'alternative', 'singersongwriter', 'ballad', 'malevocalists', 'slow', 'beautiful', 'love', 'foreverinheart', 'sexiestmanintheworld', 'memories', 'tbu', 'favourites', 'roadtrip', 'australian', 'easylistening', 'covers']",2010,17
458,458,3OH!3,electronic,hiphop,pop,"['electronic', 'hiphop', 'electronica', '3oh3', 'electropop', 'amazingcover', 'malevocalists', 'loveatfirstlisten', 'pop', 'dance', '3', 'loveit', 'amazing', 'unreleased', '2010', 'favouriteartists', 'new', 'alwaysinmymind', 'newrave', 'catchy', 'fun', 'remix', 'letsdance', 'summertime', 'rap', 'partypartyparty', 'crunk', 'colorado', 'fashionablypunctuatedband', 'thefactthatthisisthenameofabandmakesmewanttochecktheirmusicouteventhoughidonotcaremuchforindiepop', 'scenesterrap', 'heavymetal', 'rock', 'alternative', 'addictive', 'awesome', 'electro', 'katyperry', 'partytime', 'hot', 'party', 'thevampirediaries', 'ohsocatchy', 'eletric', 'american', 'rafa', 'alternativerap', 'femalevocalists', 'indie', 'poprock', 'poppunk', 'soundtrack', 'gossipgirl', 'powerpop', '00s', 'usa', '10s', '2008', '2009', '2007', 'featuring', 'prettylittleliars', 'hellcats', 'duo']",2010,152
459,459,Jessica Simpson,pop,dance,femalevocalists,"['pop', 'dance', 'rock', 'alternative', 'femalevocalists', 'goodmusic', 'awesome', 'female', 'gayicons', 'teenpop', 'gayicon', 'fun', 'queenofpop', 'radiocrazy', 'favorite', 'country', 'countrypop', 'jessicasimpson', 'favfemalesingers', 'favtracks', 'beautiful', 'ballad', 'sexy', 'underrated', 'favorites', 'femalevocalist', 'american', 'top40', 'mellow', '60s', 'politeconomistrealifesoundtrack', 'popprincess', 'greatsongs', 'powerfulvoice', 'basicpop', 'greatcolaboration', 'addicts', 'soundtrack', 'iwannaloveyouforeverjessicasimpson', 'traditionalcountry', 'countrygospel', 'neo', 'realcountry', 'neotraditionalcountry', 'hardcorecountry', 'guiltypleasure', 'ohsocatchy', 'amazing', 'love', 'christmas', 'jetsetradiofuture', 'emotional', 'weeklytoptracks']",2008,64
460,460,Ke$ha,pop,dance,electronic,"['electronic', 'pop', 'dance', 'kesha', 'electropop', 'idol', 'party', 'amazing', 'loveatfirstlisten', 'unreleased', 'oneofherbestsongs', 'herbest', 'whyonearthwasntthisreleased', '2010', 'femalevocalists', '3', 'love', 'greatlyrics', 'excellentreasonforcrying', 'fuckyeah', 'butthepartydontstop', 'fuckubitch', 'makesyouwannadanceallaroundyourroom', 'boys', 'weshouldbetogether', 'popbitch', 'shouldhavebeenonthealbum', 'femalevocalist', 'hot', 'american', 'sexy', 'rap', 'remix', 'sick', 'poprock', 'diva', 'catchy', 'hiphop', 'fun', 'powerpop', 'glam', 'trashy', 'urban', 'lolene', 'letsdance', 'awesome', 'electro', 'singer', 'bitch', 'glitter', 'glitterbitch', 'bestsongonthealbum', 'partytime', 'best', 'autotuned', 'indie', 'poppunk', 'loveit', '2009', 'personal', 'summer', 'rnb', 'loved', 'postmodern', 'vocalistafeminimo', 'guiltypleasure', 'outrageous', 'safada', 'poota', 'cabeloruim', 'rampeira', 'gozada', 'vadiaquefazmusicaboa', 'estranha', '90210', 'melroseplace']",2010,362
461,461,Darren Hayes,pop,malevocalists,dance,"['pop', 'electronic', 'dance', 'alternative', 'singersongwriter', 'ballad', 'sexy', 'malevocalists', 'australian', 'underrated', 'mellow', 'dazsfavourites', '00s', 'gay', 'tyleradam', 'favesongsever', 'legend', 'loveit', 'glam', 'sexysongs', 'hooooooooot', 'powerfulvoice', 'popsingles', 'electronica', 'erotic', 'beautiful', 'amazing', 'brilliant', 'beautifulmusic', 'rock']",2008,15
462,462,Usher,rnb,hiphop,dance,"['rnb', 'pop', 'hiphop', 'rap', 'dance', 'soul', 'sexy', 'malevocalists', 'urban', 'sad', '90s', 'mellow', 'favoritesongs', 'lovely', 'favorite', 'sweet', 'ill', 'electronic', 'catchy', 'fun', 'loveatfirstlisten', 'duet', 'letsdance', 'summertime', '00s', 'american', 'musicforlife', 'omg', 'usher', 'love', 'redone', 'randb', 'beautiful', 'male', 'sex', 'looooooooooooooooooooooooovethissong', 'lovemakingmusic', 'goodrnb']",2010,91
463,463,Nick Carter,nickcarter,pop,poprock,"['poprock', 'teenpop', 'nickcarter', 'male', 'carter', 'foreverinheart', 'pop', 'rock', 'sad', 'maxmartin', 'singersongwriter', 'backstreetboys', 'americanmusic', 'maleartist']",2008,13
464,464,nevershoutnever!,acoustic,indie,powerpop,"['acoustic', 'folk', 'indie', 'pop', 'powerpop', '3', 'justmakesyoufeelgood', 'alternative', 'indiepop', 'melodic', 'great', 'happy', 'acousticrock', 'indieacoustic', 'sad', 'malevocalist', 'notemo', 'christian', 'cute', 'christoferdrew', 'malevocals', 'malevocalists', 'emocore', 'punkgoes', 'handclaps', 'lifeunexpected']",2010,46
465,465,Metro Station,electronic,powerpop,dance,"['teenrock', 'electronic', 'electronica', 'dance', 'alternative', 'punk', 'hot', 'sexy', 'female', 'guiltypleasure', 'happy', 'ikissedagirl', 'metrostation', 'catchyashell', 'metro', 'nightdriving', 'newmusic', 'goodstuff', 'catchy', 'indie', 'powerpop', 'pop', 'emotronic', 'weee', 'ohsocatchy', 'malevocalists', 'electro', 'poprock', 'poppunk', 'fun', 'singalong', 'iaminlovewiththissong', 'hyper', 'ilovedancingabouttothislikeacompleteandutteridiot', 'idolo', 'iwanttodanceinmyunderwear', 'ultimatemusichit', 'bestof2008']",2009,42
466,466,3 Doors Down,rock,alternativerock,alternative,"['depression', 'rock', 'alternativerock', 'alternative', 'poprock', 'love', 'romantic', 'cute', 'magic', 'hardrock', '90s', 'american', 'prejebeno', '00s', 'postgrunge', 'goodbands', 'acoustic', 'acousticrock', 'pop', 'melancholic', 'grunge', 'soundtrack', 'awesome', 'malevocalists', 'softrock', '2008', 'musikfuerrundumdieuhr', 'guiltypleasure', 'othergreattracks', 'punk', 'englisch']",2009,55
467,467,Dream Street,no_tags,,,[],2004,2
468,468,Craig David,rnb,soul,pop,"['pop', 'rnb', 'dance', 'sexy', 'hiphop', 'dancepop', 'electronic', 'uk', 'singersongwriter', 'british', '00s', 'ballad', 'malevocalists', 'piano', 'soul', 'urban', 'top40', 'chill', 'justintimberlake', 'tyleradam', 'brandy', 'harmonies', 'aaliyah', 'contemporaryrnb', 'ginuwine', 'janetjackson', 'favesongsever', 'f4nt4stic', 'english', 'favourites', 'popcovers', 'jams', 'favorites', 'craigdavid', '2008', 'unitedkingdom']",2009,13
469,469,Eminem,hiphop,rap,eminem,"['hiphop', 'rap', 'wigger', 'pop', 'favorites', 'eminem', '3', 'alternative', 'singersongwriter', 'soundtrack', 'sexy', 'malevocalists', 'love', 'hot', 'legend', 'slimshady', 'masterpieces', 'detroit', 'beautiful', 'passion', 'dope', 'catchy', 'raw', 'awesome', 'favorite', 'classic', 'hilarious', 'freestyle', 'humor', 'hard', 'cool', 'crazy', 'beast', 'sick', 'gunit', 'phat', 'thetruth', 'realtalk', 'goodshit', 'ill', 'thegoodstuff', 'greatlyricists', 'poignant', 'neat', 'realhiphop', 'fiya', 'banger', 'superb', 'dopecut', 'witty', 'lyricism', 'assertive', 'mean', '50cent', 'lloydbanks', 'cashis', 'rock', 'urban', 'loveatfirstlisten', 'duet', 'rnb', 'brazilian', 'americanidol', 'remix', 'under2000listeners', 'american', '90s', 'funny', 'shady', 'marshallmathers', 'mathers', 'em', 'detroitrap', 'shadyrecords', 'recovery', 'd12', 'aftermath', 'weezy', 'seenlive', 'devil', 'superman', 'bestrapper', 'lovable', 'mosthated', 'hiphoprap', 'duets', 'female', 'english', 'male', 'betterthankmad', 'lpa', 'legends', 'oscarwinningsongs', 'cultmoviesongs', 'sad', 'awsome', 'bestrapperalive', 'rapper', 'lalluviaxd', 'top40', 'femalevocalists', 'gangstarap', 'mrmathers', 'drdre', 'legaldrug', '00s', 'usa', '10s', '2010', '2005', '2002', '2000', 'amazing', '2010s', 'perfection']",2010,204
470,470,M. Pokora,rnb,pop,french,"['pop', 'french', 'popstars', 'rnb', 'hiphop', 'malevocalists', 'dance', 'hot', 'sexy', 'loveatfirstlisten', 'thebest', 'mynumberone', 'f4nt4stic', 'rafa', 'makesmewannadance']",2010,13
471,471,Daniel Merriweather,indie,cute,melroseplace,"['indie', 'cute', 'melroseplace']",2009,5
472,472,ÐÐÐ ÐÑÐ°,rap,rap,rap,['rap'],2009,8
473,473,Westlife,pop,westlife,boybands,"['male', 'gay', 'boybands', 'hooooooooot', 'basicpop', 'pop', 'malevocalist', 'irish', 'boysband', 'ballad', 'romantic', 'westlife', 'coverversion', 'popcovers', 'boyband', 'poprock', 'titleisafullsentence', 'singersongwriter', 'greatcovers']",2010,24
474,474,Guf,hiphop,hiphop,hiphop,['hiphop'],2010,4
475,475,Simple Plan,punkrock,rock,poppunk,"['specialsto3mmey', 'guiltypleasures', 'rock', 'punkrock', 'favmalesingers', 'poppunk', 'emo', 'alternativerock', '3', 'loveatfirstlisten', 'excellentreasonforcrying', 'theseguysfuckingrule', 'fordayswheniamparticularlyangrywithyou', 'fuckubitch', 'songsicanactuallylistentoonrepeat', 'weshouldbetogether', 'forhaters', 'amazingcover', 'punk', 'sad', 'alternative', 'teenageangst', 'poprock', 'awesome', 'malevocalists', 'favorites', 'canadian', 'pop', 'band', 'best', 'bestbandoftheworld', 'iloveit', 'malevocals', 'cute', 'fuckingamazing', 'memories', 'greatsongs', 'beautifullyrics', 'lovedtracks', 'omgthisissogood', 'love', 'goodbands', 'powerpop', 'upbeat', 'singalong', 'iaminlovewiththissong', 'hyper', 'soontobeclassic', 'soundtracktomylife', 'softrock', 'coversthatareactuallygood', 'britneyspearsatetoomanyraweggsandhervoicemutated', 'indie', 'soundtrack', 'cover', 'kindaemoish', 'fun', 'punkpop', 'unforgettable', 'malevocalist', 'sweet', 'talented', 'favoritebands', 'songsthatmakeyouwanttosingalong', 'songsthatyouwannalistentooverandoveragain', 'omg', 'ifuckinglovethissong', 'sugary', 'dancante', 'songsthatareimportanttome', 'elecronica', 'simplyamazing', 'fuckitallandletsdance', 'songstosingintheshower', 'songsthatmakesyouwanttoberich', 'fellinlove', 'songsthatdescribesyourlife', 'listentoagain', 'nothingyousaidtodayisgonnabringmedown', 'amazinbeat', 'songsareliketimemachines', 'happy', 'favourite', 'cool', 'good', 'favoritesongs', 'legal', 'simpleplan', 'phoda', 'fail']",2008,86
476,476,Jeremih,rnb,4m4zinq,f4nt4stic,"['rnb', '4m4zinq', 'f4nt4stic', 'sex', 'favsong', 'mariahcarey', 'jayz', 'mya', 'jetsetradiofuture']",2009,7
477,477,Centr,no_tags,,,[],2004,4
478,478,Ne-Yo,hiphop,rnb,pop,"['hiphop', 'rnb', 'pop', 'soul', 'dance', 'rap', 'romantic', 'depremusic', 'catchy', 'malevocalists', 'top40', 'sexy', 'f4nt4stic', 'malevocalist', '0playyet', 'neyo', 'davidguetta']",2009,56
479,479,Kelis,rnb,hiphop,dance,"['catchy', 'pop', 'hiphop', 'rnb', 'soul', 'electronic', 'electronica', '2010', 'dance', 'sexy', 'femalevocalists', 'singersongwriter', 'american', 'urban', 'mellow', 'chill', 'sex', 'rap', 'house', 'vocal', 'kelis', 'danceparty', 'flopqueen', 'alternative', 'electropop', 'love', 'randb', 'top40', 'kelisiwantyourlove', 'amazing', 'goodstuff', 'girlamazing', 'davidguetta']",2010,45
480,480,30 Seconds to Mars,alternativerock,rock,alternative,"['specialsto3mmey', 'alternativerock', 'alternative', 'indie', 'emo', 'epic', 'playthisloudenoughtoraisethedead', 'unforgettable', 'rock', 'singersongwriter', 'electronic', 'progressiverock', 'hiphop', 'acoustic', 'beautiful', 'malevocalists', 'sad', '3', 'american', 'awesome', '30secondstomars', 'spacerock', 'playitloud', 'seenlive', 'notemo', 'love', 'alternativemetal', 'rockamring2007', 'favoritebands', 'addictive', 'loveatfirstlisten', 'sexy', 'super', 'unique', 'addiction', 'fantastic', 'coolas', 'emocore', 'bestbandever', 'thefuckingbest', 'perfect', 'greatlyrics', 'fuckingawesome', 'ubernaturatiolastrabostualism', 'rocknightsongs', 'totalyawesome', 'greatvideoclip', 'kingsandqueens', 'songsthatyouwannalistentooverandoveragain', 'dasrockt', 'kings', 'epicmusic', 'metal', '30stm', 'echelon', 'melancholic', 'posthardcore', 'soundtrack', '00s', 'romantic', 'postgrunge', 'orgasmic', 'rafa', 'poppunk', 'rockmebabe', 'jukeboxproject', 'wanttoseelive', 'usa', '2006', 'emorock', 'synthpop', 'synth', 'cool', 'jaredleto', 'jesse', 'makesmesmile', 'songsthatmakeyouwanttosingalong', 'iloveit', 'ifuckinglovethissong', 'songsthatcheermeup', 'songsthatareimportanttome', 'lookattheskytonight', 'jaredishot', 'cover', 'greatcovers', 'favorites', 'lifesucks', 'bestof2009', 'amazing', 'bestversion', 'gods', 'oldskool', 'mine', 'prettyfuckingawesome', 'sanna', 'lmfao']",2010,216
